category,german,english,image_url,image_local
German Fruit Flashcards,der Kaffee,the coffee,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/2615.svg,images/German Fruit Flashcards/2615.svg
German Fruit Flashcards,Kakigori,Kakigori,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f367.svg,images/German Fruit Flashcards/1f367.svg
German Fruit Flashcards,die Kartoffel,the potato,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f954.svg,images/German Fruit Flashcards/1f954.svg
German Fruit Flashcards,die Kastanie,the chestnut,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f330.svg,images/German Fruit Flashcards/1f330.svg
German Fruit Flashcards,der Kebab,the kebab,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f959.svg,images/German Fruit Flashcards/1f959.svg
German Fruit Flashcards,der Keks,the cookie,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f36a.svg,images/German Fruit Flashcards/1f36a.svg
German Fruit Flashcards,die Kirschen,the cherries,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f352.svg,images/German Fruit Flashcards/1f352.svg
German Fruit Flashcards,die Kiwi,the kiwi,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f95d.svg,images/German Fruit Flashcards/1f95d.svg
German Fruit Flashcards,der Kloß,the dumpling,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f95f.svg,images/German Fruit Flashcards/1f95f.svg
German Fruit Flashcards,der Knoblauch,the garlic,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c4.svg,images/German Fruit Flashcards/1f9c4.svg
German Fruit Flashcards,die Kokosnuss,the coconut,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f965.svg,images/German Fruit Flashcards/1f965.svg
German Fruit Flashcards,der Kuchen,the cake,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f370.svg,images/German Fruit Flashcards/1f370.svg
German Fruit Flashcards,der Käse,the cheese,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c0.svg,images/German Fruit Flashcards/1f9c0.svg
German Fruit Flashcards,der Lutscher,the lollipop,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f36d.svg,images/German Fruit Flashcards/1f36d.svg
German Fruit Flashcards,der Maiskolben,the corn cob,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f33d.svg,images/German Fruit Flashcards/1f33d.svg
German Fruit Flashcards,die Mango,the mango,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f96d.svg,images/German Fruit Flashcards/1f96d.svg
German Fruit Flashcards,der Mate-Tee,the mate tea,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c9.svg,images/German Fruit Flashcards/1f9c9.svg
German Fruit Flashcards,die Milch,the milk,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f95b.svg,images/German Fruit Flashcards/1f95b.svg
German Fruit Flashcards,der Mondkuchen,the mooncake,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f96e.svg,images/German Fruit Flashcards/1f96e.svg
German Fruit Flashcards,die Möhre,the carrot,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f955.svg,images/German Fruit Flashcards/1f955.svg
German Fruit Flashcards,die Nudeln,the noodles,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f35c.svg,images/German Fruit Flashcards/1f35c.svg
German Fruit Flashcards,Oden,Odes,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f362.svg,images/German Fruit Flashcards/1f362.svg
German Fruit Flashcards,die Oliven,the olives,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fad2.svg,images/German Fruit Flashcards/1fad2.svg
German Fruit Flashcards,die Orange,the orange,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f34a.svg,images/German Fruit Flashcards/1f34a.svg
German Fruit Flashcards,die Pfannkuchen,the pancakes,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f95e.svg,images/German Fruit Flashcards/1f95e.svg
German Fruit Flashcards,der Pfirsich,the peach,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f351.svg,images/German Fruit Flashcards/1f351.svg
German Fruit Flashcards,der Pilz,the mushroom,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f344.svg,images/German Fruit Flashcards/1f344.svg
German Fruit Flashcards,die Pizza,the pizza,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f355.svg,images/German Fruit Flashcards/1f355.svg
German Fruit Flashcards,die Pommes,the fries,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f35f.svg,images/German Fruit Flashcards/1f35f.svg
German Fruit Flashcards,das Popcorn,the popcorn,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f37f.svg,images/German Fruit Flashcards/1f37f.svg
German Fruit Flashcards,der Reis,the rice,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f35a.svg,images/German Fruit Flashcards/1f35a.svg
German Fruit Flashcards,das Reisbällchen,the rice ball,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f359.svg,images/German Fruit Flashcards/1f359.svg
German Fruit Flashcards,der Reiscracker,the rice cracker,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f358.svg,images/German Fruit Flashcards/1f358.svg
German Fruit Flashcards,der Saft,the juice,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c3.svg,images/German Fruit Flashcards/1f9c3.svg
German Fruit Flashcards,der Salat,the salad,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f957.svg,images/German Fruit Flashcards/1f957.svg
German Fruit Flashcards,der Salat,the salad,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f96c.svg,images/German Fruit Flashcards/1f96c.svg
German Fruit Flashcards,das Salz,the salt,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c2.svg,images/German Fruit Flashcards/1f9c2.svg
German Fruit Flashcards,das Sandwich,the sandwich,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f96a.svg,images/German Fruit Flashcards/1f96a.svg
German Fruit Flashcards,die Schokolade,the chocolate,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f36b.svg,images/German Fruit Flashcards/1f36b.svg
German Fruit Flashcards,Spaghetti,spaghetti,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f35d.svg,images/German Fruit Flashcards/1f35d.svg
German Fruit Flashcards,der Speck,the bacon,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f953.svg,images/German Fruit Flashcards/1f953.svg
German Fruit Flashcards,das Spiegelei,the fried egg,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f373.svg,images/German Fruit Flashcards/1f373.svg
German Fruit Flashcards,das Steak,the steak,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f969.svg,images/German Fruit Flashcards/1f969.svg
German Fruit Flashcards,das Sushi,the sushi,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f363.svg,images/German Fruit Flashcards/1f363.svg
German Fruit Flashcards,die Süßkartoffel,the sweet potato,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f360.svg,images/German Fruit Flashcards/1f360.svg
German Fruit Flashcards,der Taco,the taco,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f32e.svg,images/German Fruit Flashcards/1f32e.svg
German Fruit Flashcards,die Tamale,the tamales,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fad4.svg,images/German Fruit Flashcards/1fad4.svg
German Fruit Flashcards,die Tomate,the tomato,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f345.svg,images/German Fruit Flashcards/1f345.svg
German Fruit Flashcards,die Trauben,the grapes,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f347.svg,images/German Fruit Flashcards/1f347.svg
German Fruit Flashcards,die Waffel,the waffle,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c7.svg,images/German Fruit Flashcards/1f9c7.svg
German Fruit Flashcards,das Wasser,the water,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f964.svg,images/German Fruit Flashcards/1f964.svg
German Fruit Flashcards,die Wassermelone,the watermelon,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f349.svg,images/German Fruit Flashcards/1f349.svg
German Fruit Flashcards,die Zitrone,the lemon,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f34b.svg,images/German Fruit Flashcards/1f34b.svg
German Fruit Flashcards,die Zwiebel,the onion,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c5.svg,images/German Fruit Flashcards/1f9c5.svg
German Fall / Autumn Flashcards,der Frühling,the spring,https://cdn.emojiflashcards.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTgsInB1ciI6ImJsb2JfaWQifX0=--87d2b3347545d80811474509703a2d683d13599b/spring.svg,images/German Fall / Autumn Flashcards/spring.svg
German Fall / Autumn Flashcards,der Sommer,the summer,https://cdn.emojiflashcards.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTksInB1ciI6ImJsb2JfaWQifX0=--d9f02ae8bbcc908c1c89d041277ec8c4b04ebcdc/summer.svg,images/German Fall / Autumn Flashcards/summer.svg
German Fall / Autumn Flashcards,der Herbst,the autumn,https://cdn.emojiflashcards.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjAsInB1ciI6ImJsb2JfaWQifX0=--78d6c0b55d54241e1b581c0e21858d4ce0e09692/autumn.svg,images/German Fall / Autumn Flashcards/autumn.svg
German Fall / Autumn Flashcards,der Winter,the winter,https://cdn.emojiflashcards.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjEsInB1ciI6ImJsb2JfaWQifX0=--1344fa75e954d688feaa99e6b5b8f6e6ea96407e/winter.svg,images/German Fall / Autumn Flashcards/winter.svg
German Fall / Autumn Flashcards,das Ahornblatt,the maple leaf,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f341.svg,images/German Fall / Autumn Flashcards/1f341.svg
German Fall / Autumn Flashcards,der Apfel,the Apple,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f34e.svg,images/German Fall / Autumn Flashcards/1f34e.svg
German Fall / Autumn Flashcards,der Badeanzug,the swimsuit,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fa71.svg,images/German Fall / Autumn Flashcards/1fa71.svg
German Fall / Autumn Flashcards,die Badehose,the swimming trunks,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fa73.svg,images/German Fall / Autumn Flashcards/1fa73.svg
German Fall / Autumn Flashcards,die Biene,the bee,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f41d.svg,images/German Fall / Autumn Flashcards/1f41d.svg
German Fall / Autumn Flashcards,der Drachen,the dragon,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fa81.svg,images/German Fall / Autumn Flashcards/1fa81.svg
German Fall / Autumn Flashcards,das Eichhörnchen,the squirrel,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f43f.svg,images/German Fall / Autumn Flashcards/1f43f.svg
German Fall / Autumn Flashcards,das Eis,the ice cream,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9ca.svg,images/German Fall / Autumn Flashcards/1f9ca.svg
German Fall / Autumn Flashcards,das Eis,the ice cream,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/2744.svg,images/German Fall / Autumn Flashcards/2744.svg
German Fall / Autumn Flashcards,die Eiscreme,the ice cream,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f368.svg,images/German Fall / Autumn Flashcards/1f368.svg
German Fall / Autumn Flashcards,die Eiscreme,the ice cream,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f366.svg,images/German Fall / Autumn Flashcards/1f366.svg
German Fall / Autumn Flashcards,fallende Blätter,falling leaves,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f342.svg,images/German Fall / Autumn Flashcards/1f342.svg
German Fall / Autumn Flashcards,das Feuerwerk,the fireworks,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f386.svg,images/German Fall / Autumn Flashcards/1f386.svg
German Fall / Autumn Flashcards,das Frisbee,the Frisbee,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f94f.svg,images/German Fall / Autumn Flashcards/1f94f.svg
German Fall / Autumn Flashcards,das Gras,the grass,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f331.svg,images/German Fall / Autumn Flashcards/1f331.svg
German Fall / Autumn Flashcards,das Gänseblümchen,the daisy,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f33c.svg,images/German Fall / Autumn Flashcards/1f33c.svg
German Fall / Autumn Flashcards,die Handschuhe,the gloves,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9e4.svg,images/German Fall / Autumn Flashcards/1f9e4.svg
German Fall / Autumn Flashcards,der Igel,the hedgehog,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f994.svg,images/German Fall / Autumn Flashcards/1f994.svg
German Fall / Autumn Flashcards,Kakigori,Kakigori,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f367.svg,images/German Fall / Autumn Flashcards/1f367.svg
German Fall / Autumn Flashcards,die Kastanie,the chestnut,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f330.svg,images/German Fall / Autumn Flashcards/1f330.svg
German Fall / Autumn Flashcards,die Kirschblüte,the cherry blossom,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f338.svg,images/German Fall / Autumn Flashcards/1f338.svg
German Fall / Autumn Flashcards,das Küken,the chick,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f423.svg,images/German Fall / Autumn Flashcards/1f423.svg
German Fall / Autumn Flashcards,die Kürbis,the pumpkin,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f383.svg,images/German Fall / Autumn Flashcards/1f383.svg
German Fall / Autumn Flashcards,der Mais,the corn,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f33d.svg,images/German Fall / Autumn Flashcards/1f33d.svg
German Fall / Autumn Flashcards,der Mantel,the coat,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9e5.svg,images/German Fall / Autumn Flashcards/1f9e5.svg
German Fall / Autumn Flashcards,der Marienkäfer,the ladybug,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f41e.svg,images/German Fall / Autumn Flashcards/1f41e.svg
German Fall / Autumn Flashcards,der Pilz,the mushroom,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f344.svg,images/German Fall / Autumn Flashcards/1f344.svg
German Fall / Autumn Flashcards,der Regen,the rain,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f327.svg,images/German Fall / Autumn Flashcards/1f327.svg
German Fall / Autumn Flashcards,der Regenbogen,the rainbow,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f308.svg,images/German Fall / Autumn Flashcards/1f308.svg
German Fall / Autumn Flashcards,der Regenschirm,the umbrella,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/2602.svg,images/German Fall / Autumn Flashcards/2602.svg
German Fall / Autumn Flashcards,der Schal,the scarf,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9e3.svg,images/German Fall / Autumn Flashcards/1f9e3.svg
German Fall / Autumn Flashcards,der Schlitten,the sleigh,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f6f7.svg,images/German Fall / Autumn Flashcards/1f6f7.svg
German Fall / Autumn Flashcards,das Schlittschuh- laufen,ice skating,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/26f8.svg,images/German Fall / Autumn Flashcards/26f8.svg
German Fall / Autumn Flashcards,der Schmetterling,the butterfly,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f98b.svg,images/German Fall / Autumn Flashcards/1f98b.svg
German Fall / Autumn Flashcards,der Schneemann,the snowman,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/2603.svg,images/German Fall / Autumn Flashcards/2603.svg
German Fall / Autumn Flashcards,das Schwimmen,the swimming,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f3ca-1f3fe.svg,images/German Fall / Autumn Flashcards/1f3ca-1f3fe.svg
German Fall / Autumn Flashcards,das Skifahren,the skiing,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/26f7-1f3fe.svg,images/German Fall / Autumn Flashcards/26f7-1f3fe.svg
German Fall / Autumn Flashcards,der Sommerhut,the summer hat,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f452.svg,images/German Fall / Autumn Flashcards/1f452.svg
German Fall / Autumn Flashcards,die Sonne,the sun,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f31e.svg,images/German Fall / Autumn Flashcards/1f31e.svg
German Fall / Autumn Flashcards,die Sonnenbrille,the sunglasses,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f576.svg,images/German Fall / Autumn Flashcards/1f576.svg
German Fall / Autumn Flashcards,die Sonnencreme,the sunscreen,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9f4.svg,images/German Fall / Autumn Flashcards/1f9f4.svg
German Fall / Autumn Flashcards,der Sonnenschirm,the parasol,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/26f1.svg,images/German Fall / Autumn Flashcards/26f1.svg
German Fall / Autumn Flashcards,der Strand,the beach,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f3d6.svg,images/German Fall / Autumn Flashcards/1f3d6.svg
German Fall / Autumn Flashcards,das Surfen,the surfing,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f3c4-1f3fb-200d-2640-fe0f.svg,images/German Fall / Autumn Flashcards/1f3c4-1f3fb-200d-2640-fe0f.svg
German Fall / Autumn Flashcards,die Süßkartoffel,the sweet potato,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f360.svg,images/German Fall / Autumn Flashcards/1f360.svg
German Fall / Autumn Flashcards,die Tulpe,the tulip,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f337.svg,images/German Fall / Autumn Flashcards/1f337.svg
German Fall / Autumn Flashcards,das Wasser,the water,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f964.svg,images/German Fall / Autumn Flashcards/1f964.svg
German Fall / Autumn Flashcards,die Wassermelone,the watermelon,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f349.svg,images/German Fall / Autumn Flashcards/1f349.svg
German Fall / Autumn Flashcards,der Weihnachtsba- um,the Christmas tree,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f384.svg,images/German Fall / Autumn Flashcards/1f384.svg
German Fall / Autumn Flashcards,die Wellen,the waves,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f30a.svg,images/German Fall / Autumn Flashcards/1f30a.svg
German Vegetables Flashcards,die Ananas,the pineapple,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f34d.svg,images/German Vegetables Flashcards/1f34d.svg
German Vegetables Flashcards,der Apfel,the Apple,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f34e.svg,images/German Vegetables Flashcards/1f34e.svg
German Vegetables Flashcards,die Aubergine,the eggplant,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f346.svg,images/German Vegetables Flashcards/1f346.svg
German Vegetables Flashcards,die Avocado,the avocado,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f951.svg,images/German Vegetables Flashcards/1f951.svg
German Vegetables Flashcards,der Bagel,the bagel,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f96f.svg,images/German Vegetables Flashcards/1f96f.svg
German Vegetables Flashcards,das Baguette,the baguette,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f956.svg,images/German Vegetables Flashcards/1f956.svg
German Vegetables Flashcards,die Banane,the banana,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f34c.svg,images/German Vegetables Flashcards/1f34c.svg
German Vegetables Flashcards,die Birne,the pear,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f350.svg,images/German Vegetables Flashcards/1f350.svg
German Vegetables Flashcards,die Blaubeeren,the blueberries,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fad0.svg,images/German Vegetables Flashcards/1fad0.svg
German Vegetables Flashcards,die Bohnen,the beans,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fad8.svg,images/German Vegetables Flashcards/1fad8.svg
German Vegetables Flashcards,das Bonbon,the candy,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f36c.svg,images/German Vegetables Flashcards/1f36c.svg
German Vegetables Flashcards,die Brezel,the pretzel,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f968.svg,images/German Vegetables Flashcards/1f968.svg
German Vegetables Flashcards,der Broccoli,the broccoli,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f966.svg,images/German Vegetables Flashcards/1f966.svg
German Vegetables Flashcards,das Brot,the bread,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f35e.svg,images/German Vegetables Flashcards/1f35e.svg
German Vegetables Flashcards,der Bubble Tea,the bubble tea,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9cb.svg,images/German Vegetables Flashcards/1f9cb.svg
German Vegetables Flashcards,der Burrito,the burrito,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f32f.svg,images/German Vegetables Flashcards/1f32f.svg
German Vegetables Flashcards,die Butter,the butter,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c8.svg,images/German Vegetables Flashcards/1f9c8.svg
German Vegetables Flashcards,der Chili,the chili,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f336.svg,images/German Vegetables Flashcards/1f336.svg
German Vegetables Flashcards,das Croissant,the croissant,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f950.svg,images/German Vegetables Flashcards/1f950.svg
German Vegetables Flashcards,der Cupcake,the cupcake,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c1.svg,images/German Vegetables Flashcards/1f9c1.svg
German Vegetables Flashcards,Curry und Reis,Curry and rice,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f35b.svg,images/German Vegetables Flashcards/1f35b.svg
German Vegetables Flashcards,Dango,Dango,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f361.svg,images/German Vegetables Flashcards/1f361.svg
German Vegetables Flashcards,der Donut,the donut,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f369.svg,images/German Vegetables Flashcards/1f369.svg
German Vegetables Flashcards,das Ei,the egg,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f95a.svg,images/German Vegetables Flashcards/1f95a.svg
German Vegetables Flashcards,das Eis,the ice cream,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f368.svg,images/German Vegetables Flashcards/1f368.svg
German Vegetables Flashcards,das Eis,the ice cream,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f366.svg,images/German Vegetables Flashcards/1f366.svg
German Vegetables Flashcards,das Eis,the ice cream,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9ca.svg,images/German Vegetables Flashcards/1f9ca.svg
German Vegetables Flashcards,die Erdbeere,the strawberry,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f353.svg,images/German Vegetables Flashcards/1f353.svg
German Vegetables Flashcards,die Erdnuss,the peanut,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f95c.svg,images/German Vegetables Flashcards/1f95c.svg
German Vegetables Flashcards,die Falafel,the falafel,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c6.svg,images/German Vegetables Flashcards/1f9c6.svg
German Vegetables Flashcards,die Fischfrikade- lle,the fish cake,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f365.svg,images/German Vegetables Flashcards/1f365.svg
German Vegetables Flashcards,das Fladenbrot,the flatbread,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fad3.svg,images/German Vegetables Flashcards/1fad3.svg
German Vegetables Flashcards,das Fleisch,the meat,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f356.svg,images/German Vegetables Flashcards/1f356.svg
German Vegetables Flashcards,das Fondue,the fondue,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fad5.svg,images/German Vegetables Flashcards/1fad5.svg
German Vegetables Flashcards,die Garnele,the shrimp,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f364.svg,images/German Vegetables Flashcards/1f364.svg
